,cluster,y,x,E,size
2253,009969_G,4.0,5.0,84821.0,17.0
2254,000439_D,21.0,28.0,998156.0,144.0
2255,010468_C,28.0,44.0,1279361.0,211.0
2256,006929_C,14.0,7.0,565404.0,65.0
2257,008679_C,7.0,11.0,445485.0,51.0
2258,008718_G,45.0,22.0,1192912.0,201.0
2259,005501_A,6.0,7.0,232262.0,35.0
2260,002259_G,36.0,37.0,1289342.0,206.0
2261,000762_A,6.0,6.0,134103.0,28.0
2262,012000_E,9.0,25.0,1073053.0,135.0
2263,004017_H,16.0,9.0,607864.0,107.0
2264,009198_D,4.0,4.0,17615.0,4.0
2265,002612_G,3.0,2.0,122275.0,5.0
2266,011684_B,4.0,4.0,99918.0,14.0
2267,000926_A,30.0,12.0,812744.0,124.0
2268,005614_A,18.0,32.0,940125.0,147.0
2269,006344_G,15.0,42.0,1428754.0,278.0
2270,002622_F,38.0,14.0,737457.0,97.0
2271,011881_A,3.0,7.0,124337.0,16.0
2272,006534_G,5.0,4.0,63561.0,15.0
2273,004887_F,22.0,13.0,731505.0,106.0
2274,006929_B,7.0,14.0,565404.0,65.0
2275,007793_A,10.0,7.0,319259.0,49.0
2276,005501_C,6.0,7.0,232262.0,35.0
2277,006533_A,7.0,21.0,824429.0,97.0
2278,005126_E,7.0,13.0,553645.0,60.0
2279,003772_H,4.0,7.0,155209.0,18.0
2280,006632_H,47.0,44.0,2515793.0,413.0
2281,004494_E,50.0,15.0,1003859.0,136.0
2282,002465_E,9.0,8.0,324814.0,58.0
2283,011755_A,38.0,29.0,1036893.0,176.0
2284,001198_E,11.0,8.0,351079.0,63.0
2285,004415_A,7.0,10.0,502545.0,54.0
2286,001829_D,5.0,4.0,134192.0,16.0
2287,000066_G,76.0,58.0,2850314.0,474.0
2288,003748_E,8.0,8.0,232242.0,42.0
2289,007695_C,121.0,36.0,4823328.0,895.0
2290,007695_G,121.0,36.0,4823328.0,895.0
2291,011995_E,5.0,6.0,130017.0,24.0
2292,004010_E,23.0,12.0,710968.0,104.0
2293,008718_A,45.0,22.0,1192912.0,201.0
2294,008681_A,3.0,2.0,28644.0,5.0
2295,005590_D,31.0,32.0,1014772.0,169.0
2296,008776_C,15.0,7.0,543407.0,68.0
2297,007348_D,8.0,7.0,361788.0,37.0
2298,009124_B,23.0,15.0,1405072.0,159.0
2299,003170_H,7.0,10.0,387674.0,58.0
2300,007793_G,10.0,7.0,319259.0,49.0
2301,008038_C,24.0,12.0,727677.0,105.0
2302,000066_B,58.0,76.0,2850314.0,474.0
2303,009012_C,15.0,28.0,831075.0,129.0
2304,000329_B,10.0,19.0,615220.0,84.0
2305,008215_A,159.0,35.0,4226578.0,778.0
2306,009115_G,11.0,68.0,1414993.0,246.0
2307,007972_C,9.0,6.0,411733.0,43.0
2308,009766_C,14.0,7.0,514165.0,60.0
2309,008906_G,23.0,78.0,1806497.0,313.0
2310,001934_A,22.0,25.0,1231675.0,117.0
2311,010962_B,7.0,38.0,1128586.0,164.0
2312,011312_D,11.0,28.0,936641.0,122.0
2313,004928_B,10.0,8.0,460256.0,53.0
2314,005819_B,17.0,15.0,635209.0,86.0
2315,011165_A,3.0,2.0,27550.0,5.0
2316,001003_B,17.0,22.0,1004213.0,130.0
2317,009660_H,6.0,6.0,154088.0,27.0
2318,007793_D,7.0,10.0,319259.0,49.0
2319,005947_F,3.0,2.0,27734.0,5.0
2320,002588_F,5.0,5.0,140076.0,22.0
2321,008681_D,2.0,3.0,28644.0,5.0
2322,010992_A,29.0,4.0,765585.0,93.0
2323,006983_E,30.0,47.0,1227500.0,215.0
2324,004018_A,18.0,19.0,784009.0,113.0
2325,002367_H,6.0,5.0,109740.0,25.0
2326,003477_H,6.0,6.0,124350.0,27.0
2327,008758_H,21.0,9.0,687205.0,96.0
2328,001457_B,54.0,42.0,1512026.0,270.0
2329,008977_D,6.0,28.0,779071.0,119.0
2330,008975_F,2.0,3.0,28619.0,5.0
2331,009014_F,3.0,2.0,28476.0,5.0
2332,006915_D,5.0,6.0,242245.0,25.0
2333,007936_G,68.0,27.0,1798878.0,299.0
2334,003812_E,7.0,6.0,190112.0,35.0
2335,005416_H,3.0,5.0,191514.0,10.0
2336,003802_B,36.0,12.0,1001931.0,152.0
2337,003824_D,8.0,7.0,274454.0,42.0
2338,001304_A,13.0,10.0,583942.0,99.0
2339,011656_F,6.0,6.0,138416.0,29.0
2340,010962_C,38.0,7.0,1128586.0,164.0
2341,007045_G,4.0,4.0,56331.0,13.0
2342,008741_D,53.0,51.0,1656387.0,278.0
2343,001976_F,6.0,5.0,145802.0,27.0
2344,001686_G,12.0,19.0,964790.0,115.0
2345,001249_H,4.0,4.0,61070.0,14.0
2346,010927_G,4.0,4.0,56896.0,12.0
2347,010456_E,16.0,10.0,619060.0,77.0
2348,008497_H,7.0,40.0,1021964.0,163.0
2349,002123_B,25.0,13.0,779863.0,115.0
2350,010767_D,6.0,6.0,227821.0,33.0
2351,005874_E,5.0,5.0,149004.0,22.0
2352,007581_G,4.0,4.0,188135.0,13.0
2353,007459_D,42.0,25.0,1044196.0,178.0
2354,000801_D,4.0,5.0,259046.0,15.0
2355,006684_H,20.0,17.0,797724.0,121.0
2356,008898_C,3.0,2.0,46418.0,5.0
2357,003063_A,6.0,6.0,135605.0,23.0
2358,004351_C,49.0,32.0,1668377.0,228.0
2359,006728_A,16.0,25.0,794342.0,116.0
2360,000209_B,13.0,37.0,581463.0,71.0
2361,006533_F,21.0,7.0,824429.0,97.0
2362,009708_E,22.0,6.0,761980.0,98.0
2363,004111_A,27.0,26.0,0.0,0.0
2364,000926_G,30.0,12.0,812744.0,124.0
2365,008176_C,5.0,26.0,346661.0,39.0
2366,010186_G,23.0,41.0,1203451.0,187.0
2367,005987_H,74.0,36.0,2988264.0,499.0
2368,002432_H,10.0,9.0,609062.0,55.0
2369,006534_F,4.0,5.0,63561.0,15.0
2370,010734_G,3.0,3.0,35426.0,7.0
2371,007555_D,9.0,9.0,626256.0,54.0
2372,000601_E,36.0,16.0,1062903.0,218.0
2373,009411_E,26.0,8.0,779910.0,114.0
2374,001993_D,42.0,48.0,1352520.0,242.0
2375,009644_G,6.0,15.0,496618.0,64.0
2376,011523_D,12.0,14.0,985043.0,101.0
2377,007459_B,42.0,25.0,1044196.0,178.0
2378,003689_E,17.0,20.0,664824.0,127.0
2379,004445_E,12.0,10.0,541936.0,61.0
2380,007469_C,10.0,7.0,255650.0,47.0
2381,007793_F,7.0,10.0,319259.0,49.0
2382,009167_A,14.0,26.0,1157159.0,162.0
2383,011149_A,20.0,56.0,1377138.0,227.0
2384,000293_D,51.0,126.0,3215490.0,540.0
2385,002367_D,6.0,5.0,109740.0,25.0
2386,006226_F,44.0,10.0,1119494.0,181.0
2387,011249_B,7.0,8.0,338402.0,41.0
2388,008176_E,5.0,26.0,346661.0,39.0
2389,003303_C,59.0,10.0,1481517.0,246.0
2390,009012_F,28.0,15.0,831075.0,129.0
2391,004908_D,31.0,9.0,1010648.0,149.0
2392,001970_H,9.0,14.0,388235.0,75.0
2393,002625_F,3.0,3.0,36099.0,5.0
2394,008776_E,15.0,7.0,543407.0,68.0
2395,009735_H,13.0,25.0,1104203.0,154.0
2396,005694_C,2.0,3.0,36057.0,5.0
2397,011149_H,56.0,20.0,1377138.0,227.0
2398,001198_H,8.0,11.0,351079.0,63.0
2399,003799_H,7.0,7.0,325337.0,31.0
2400,008977_H,6.0,28.0,779071.0,119.0
2401,011197_G,15.0,30.0,1032715.0,146.0
2402,007667_C,19.0,11.0,672173.0,69.0
2403,005499_F,3.0,3.0,40709.0,8.0
2404,007045_E,4.0,4.0,56331.0,13.0
2405,000289_E,3.0,3.0,96780.0,6.0
2406,011481_B,32.0,15.0,1271089.0,179.0
2407,010303_H,5.0,4.0,92912.0,16.0
2408,004111_E,27.0,26.0,0.0,0.0
2409,009735_D,13.0,25.0,1104203.0,154.0
2410,009044_E,5.0,4.0,158409.0,14.0
2411,010329_G,31.0,15.0,1272999.0,200.0
2412,005506_B,14.0,26.0,1041439.0,139.0
2413,008897_G,26.0,13.0,983105.0,123.0
2414,000707_D,25.0,35.0,1039705.0,167.0
2415,004775_E,190.0,124.0,8182689.0,1417.0
2416,008975_E,3.0,2.0,28619.0,5.0
2417,004775_A,190.0,124.0,8182689.0,1417.0
2418,009115_A,11.0,68.0,1414993.0,246.0
2419,000501_G,55.0,28.0,1387341.0,237.0
2420,008057_C,3.0,2.0,100790.0,5.0
2421,004989_G,7.0,7.0,224107.0,40.0
2422,010165_A,35.0,11.0,1442300.0,201.0
2423,001280_G,8.0,9.0,380648.0,57.0
2424,004018_E,18.0,19.0,784009.0,113.0
2425,011654_H,16.0,79.0,1774409.0,309.0
2426,009304_E,16.0,22.0,762143.0,111.0
2427,001382_F,33.0,34.0,1084854.0,183.0
2428,008497_B,7.0,40.0,1021964.0,163.0
2429,003117_A,7.0,7.0,254559.0,36.0
2430,006827_B,6.0,7.0,290665.0,27.0
2431,000209_G,37.0,13.0,581463.0,71.0
2432,006312_D,54.0,38.0,1844162.0,302.0
2433,005187_D,7.0,8.0,276083.0,42.0
2434,004677_E,8.0,8.0,316782.0,45.0
2435,000885_H,35.0,47.0,1185465.0,163.0
2436,003003_C,23.0,9.0,959227.0,119.0
2437,011837_G,8.0,8.0,305248.0,49.0
2438,002717_B,11.0,19.0,970030.0,133.0
2439,008329_G,10.0,11.0,590077.0,84.0
2440,007264_A,5.0,7.0,300141.0,28.0
2441,004147_B,10.0,15.0,661802.0,106.0
2442,011896_H,4.0,5.0,0.0,0.0
2443,009738_F,6.0,7.0,276933.0,34.0
2444,005102_G,19.0,32.0,1961980.0,215.0
2445,000130_F,19.0,8.0,706164.0,89.0
2446,008718_E,45.0,22.0,1192912.0,201.0
2447,000329_E,19.0,10.0,615220.0,84.0
2448,001572_E,23.0,45.0,1262062.0,207.0
2449,005506_H,14.0,26.0,1041439.0,139.0
2450,010277_E,23.0,30.0,1167683.0,205.0
2451,004887_B,22.0,13.0,731505.0,106.0
2452,009127_B,24.0,12.0,741040.0,102.0
2453,005702_A,11.0,18.0,603170.0,80.0
2454,002206_G,20.0,21.0,681986.0,106.0
2455,006125_C,11.0,6.0,447637.0,50.0
2456,009044_F,4.0,5.0,158409.0,14.0
2457,000496_B,27.0,7.0,888089.0,123.0
2458,007851_D,32.0,20.0,859852.0,145.0
2459,000637_B,8.0,22.0,740342.0,103.0
2460,010992_F,4.0,29.0,765585.0,93.0
2461,009738_C,7.0,6.0,276933.0,34.0
2462,011138_D,12.0,13.0,784399.0,67.0
2463,011881_G,3.0,7.0,124337.0,16.0
2464,003873_C,5.0,6.0,180651.0,26.0
2465,005275_A,4.0,4.0,80405.0,15.0
2466,005102_E,19.0,32.0,1961980.0,215.0
2467,006747_G,6.0,33.0,769911.0,134.0
2468,001335_B,20.0,19.0,942164.0,117.0
2469,007703_A,3.0,3.0,89012.0,8.0
2470,002270_B,7.0,7.0,257311.0,31.0
2471,000784_G,6.0,5.0,105274.0,24.0
2472,006747_D,33.0,6.0,769911.0,134.0
2473,010947_D,38.0,39.0,1258670.0,215.0
2474,001457_D,54.0,42.0,1512026.0,270.0
2475,001886_H,7.0,7.0,332628.0,41.0
2476,003888_B,26.0,16.0,753874.0,121.0
2477,005623_H,23.0,35.0,985523.0,160.0
2478,011928_F,25.0,19.0,772196.0,139.0
2479,011928_B,25.0,19.0,772196.0,139.0
2480,011376_G,13.0,16.0,639220.0,90.0
2481,010329_C,31.0,15.0,1272999.0,200.0
2482,003303_A,59.0,10.0,1481517.0,246.0
2483,011881_B,7.0,3.0,124337.0,16.0
2484,008325_A,11.0,49.0,895339.0,149.0
2485,002025_H,7.0,7.0,403788.0,37.0
2486,011978_B,5.0,4.0,0.0,0.0
2487,008894_A,4.0,2.0,31309.0,6.0
2488,005718_G,49.0,36.0,1776006.0,239.0
2489,008016_G,7.0,7.0,372570.0,35.0
2490,006126_G,6.0,6.0,163704.0,29.0
2491,006504_C,4.0,4.0,59468.0,12.0
2492,010024_B,6.0,6.0,195157.0,30.0
2493,004018_D,19.0,18.0,784009.0,113.0
2494,006471_E,11.0,9.0,750924.0,78.0
2495,003063_B,6.0,6.0,135605.0,23.0
2496,003748_G,8.0,8.0,232242.0,42.0
2497,005623_B,23.0,35.0,985523.0,160.0
2498,011654_F,16.0,79.0,1774409.0,309.0
2499,007348_B,8.0,7.0,361788.0,37.0
2500,007585_A,23.0,14.0,942261.0,122.0
2501,008215_B,35.0,159.0,4226578.0,778.0
2502,010188_D,8.0,9.0,387759.0,52.0
2503,008343_F,51.0,74.0,2910856.0,438.0
2504,003405_E,48.0,11.0,1078632.0,156.0
2505,005947_H,3.0,2.0,27734.0,5.0
2506,001203_C,8.0,6.0,280810.0,36.0
2507,010468_D,44.0,28.0,1279361.0,211.0
2508,004481_F,21.0,6.0,640418.0,89.0
2509,007694_G,16.0,15.0,866111.0,109.0
2510,003177_H,13.0,24.0,781916.0,113.0
2511,009395_G,18.0,14.0,776044.0,81.0
2512,011218_C,5.0,5.0,210154.0,19.0
2513,008844_D,20.0,14.0,692490.0,97.0
2514,008469_A,7.0,8.0,371102.0,27.0
2515,008955_A,27.0,28.0,974181.0,158.0
2516,001967_G,24.0,21.0,1164155.0,180.0
2517,011138_C,13.0,12.0,784399.0,67.0
2518,009014_D,3.0,2.0,28476.0,5.0
2519,000694_C,23.0,57.0,2159328.0,285.0
2520,010536_E,45.0,55.0,1708124.0,286.0
2521,001207_C,5.0,7.0,249267.0,28.0
2522,007279_G,4.0,4.0,112205.0,16.0
2523,011656_H,6.0,6.0,138416.0,29.0
2524,000333_E,24.0,14.0,922933.0,117.0
2525,011892_D,13.0,11.0,523914.0,67.0
2526,004419_H,14.0,13.0,674742.0,78.0
2527,010459_E,9.0,8.0,318777.0,54.0
2528,009969_D,5.0,4.0,84821.0,17.0
2529,004351_B,32.0,49.0,1668377.0,228.0
2530,002806_D,4.0,2.0,170406.0,8.0
2531,010459_G,9.0,8.0,318777.0,54.0
2532,007392_H,17.0,30.0,731892.0,86.0
2533,007815_A,3.0,2.0,27646.0,5.0
2534,000406_H,7.0,47.0,1091069.0,181.0
2535,002270_D,7.0,7.0,257311.0,31.0
2536,006471_F,9.0,11.0,750924.0,78.0
2537,001003_C,22.0,17.0,1004213.0,130.0
2538,004560_G,6.0,6.0,436528.0,32.0
2539,009411_D,8.0,26.0,779910.0,114.0
2540,000499_D,7.0,10.0,466620.0,51.0
2541,006504_H,4.0,4.0,59468.0,12.0
2542,012076_E,5.0,3.0,80253.0,12.0
2543,001457_H,54.0,42.0,1512026.0,270.0
2544,003772_E,7.0,4.0,155209.0,18.0
2545,010859_G,10.0,20.0,599582.0,89.0
2546,000140_B,2.0,19.0,103931.0,20.0
2547,000476_D,14.0,11.0,1239951.0,96.0
2548,011130_G,8.0,4.0,353952.0,27.0
2549,004928_C,8.0,10.0,460256.0,53.0
2550,006143_D,5.0,5.0,126428.0,19.0
2551,009891_H,5.0,5.0,145646.0,21.0
2552,009306_A,9.0,8.0,358568.0,53.0
2553,010188_A,9.0,8.0,387759.0,52.0
2554,002782_B,39.0,7.0,933895.0,153.0
2555,008215_F,35.0,159.0,4226578.0,778.0
2556,001993_C,48.0,42.0,1352520.0,242.0
2557,005579_F,8.0,10.0,445662.0,39.0
2558,009127_F,24.0,12.0,741040.0,102.0
2559,000865_H,7.0,6.0,173240.0,35.0
2560,007668_E,26.0,9.0,779321.0,108.0
2561,002795_B,25.0,25.0,872086.0,141.0
2562,006120_C,30.0,9.0,900782.0,128.0
2563,001754_B,38.0,7.0,1032160.0,163.0
2564,001355_B,18.0,25.0,853550.0,127.0
2565,006751_A,6.0,14.0,463698.0,58.0
2566,000408_H,14.0,31.0,1207714.0,155.0
2567,008741_H,53.0,51.0,1656387.0,278.0
2568,005579_A,10.0,8.0,445662.0,39.0
2569,006120_E,30.0,9.0,900782.0,128.0
2570,007923_D,3.0,3.0,37941.0,7.0
2571,010468_A,28.0,44.0,1279361.0,211.0
2572,002470_G,8.0,7.0,369986.0,46.0
2573,008087_D,38.0,30.0,1120308.0,186.0
2574,007667_B,11.0,19.0,672173.0,69.0
2575,009469_H,8.0,13.0,625553.0,85.0
2576,002433_C,24.0,11.0,714484.0,105.0
2577,010704_F,26.0,13.0,836259.0,121.0
2578,000801_G,5.0,4.0,259046.0,15.0
2579,004393_F,19.0,13.0,813380.0,108.0
2580,005416_E,5.0,3.0,191514.0,10.0
2581,003117_G,7.0,7.0,254559.0,36.0
2582,007851_E,20.0,32.0,859852.0,145.0
2583,011978_G,4.0,5.0,0.0,0.0
2584,002864_B,7.0,40.0,1011801.0,160.0
2585,007416_A,7.0,20.0,581226.0,84.0
2586,005819_G,15.0,17.0,635209.0,86.0
2587,011123_B,47.0,10.0,1375890.0,216.0
2588,006940_B,30.0,19.0,936123.0,144.0
2589,003177_C,24.0,13.0,781916.0,113.0
2590,000427_D,12.0,10.0,518965.0,65.0
2591,001967_C,24.0,21.0,1164155.0,180.0
2592,005752_F,46.0,19.0,1143954.0,194.0
2593,006533_B,21.0,7.0,824429.0,97.0
2594,011813_B,91.0,41.0,3559457.0,634.0
2595,002717_C,19.0,11.0,970030.0,133.0
2596,001519_C,18.0,6.0,621684.0,78.0
2597,000801_E,5.0,4.0,259046.0,15.0
2598,007279_E,4.0,4.0,112205.0,16.0
2599,001002_F,5.0,4.0,76574.0,15.0
2600,009127_A,12.0,24.0,741040.0,102.0
2601,007220_C,30.0,12.0,1257277.0,162.0
2602,006226_B,44.0,10.0,1119494.0,181.0
2603,005694_G,2.0,3.0,36057.0,5.0
2604,003477_E,6.0,6.0,124350.0,27.0
2605,006126_D,6.0,6.0,163704.0,29.0
2606,005874_F,5.0,5.0,149004.0,22.0
2607,002259_D,37.0,36.0,1289342.0,206.0
2608,011312_F,11.0,28.0,936641.0,122.0
2609,001052_E,84.0,58.0,4213354.0,699.0
2610,007170_E,19.0,41.0,1047250.0,178.0
2611,002178_F,7.0,7.0,195873.0,38.0
2612,011138_E,13.0,12.0,784399.0,67.0
2613,002128_H,15.0,7.0,514678.0,62.0
2614,008199_A,5.0,6.0,120844.0,21.0
2615,008016_E,7.0,7.0,372570.0,35.0
2616,002560_D,16.0,12.0,1011910.0,119.0
2617,010886_D,5.0,6.0,114101.0,22.0
2618,005217_D,38.0,31.0,1192143.0,200.0
2619,008912_B,26.0,13.0,777559.0,117.0
2620,008912_C,13.0,26.0,777559.0,117.0
2621,011340_B,3.0,6.0,156850.0,10.0
2622,009676_B,3.0,3.0,31468.0,6.0
2623,001334_H,38.0,23.0,1628176.0,282.0
2624,000496_D,27.0,7.0,888089.0,123.0
2625,006935_F,4.0,4.0,54161.0,13.0
2626,006320_A,14.0,10.0,485915.0,67.0
2627,010165_D,11.0,35.0,1442300.0,201.0
2628,007182_D,3.0,3.0,72881.0,8.0
2629,002270_G,7.0,7.0,257311.0,31.0
2630,009956_E,28.0,28.0,991198.0,153.0
2631,010186_E,23.0,41.0,1203451.0,187.0
2632,010522_B,12.0,23.0,863320.0,113.0
2633,004678_H,8.0,16.0,500892.0,69.0
2634,002207_G,12.0,19.0,807111.0,102.0
2635,001484_C,30.0,30.0,1285274.0,193.0
2636,011896_F,4.0,5.0,0.0,0.0
2637,004628_D,3.0,3.0,32482.0,5.0
2638,007695_F,36.0,121.0,4823328.0,895.0
2639,008844_G,14.0,20.0,692490.0,97.0
2640,004740_G,3.0,2.0,31670.0,6.0
2641,009254_B,4.0,4.0,71146.0,13.0
2642,000309_C,4.0,4.0,98144.0,13.0
2643,004445_C,12.0,10.0,541936.0,61.0
2644,011957_F,4.0,4.0,69045.0,11.0
2645,004058_H,10.0,6.0,350084.0,37.0
2646,007523_E,4.0,5.0,92578.0,17.0
2647,000885_A,47.0,35.0,1185465.0,163.0
2648,000784_H,5.0,6.0,105274.0,24.0
2649,000501_B,28.0,55.0,1387341.0,237.0
2650,004682_E,4.0,4.0,65142.0,13.0
2651,002206_A,20.0,21.0,681986.0,106.0
2652,002432_A,9.0,10.0,609062.0,55.0
2653,006515_G,25.0,34.0,1007998.0,161.0
2654,002736_H,8.0,36.0,876382.0,145.0
2655,002560_E,12.0,16.0,1011910.0,119.0
2656,002457_H,15.0,8.0,583992.0,70.0
2657,007523_C,4.0,5.0,92578.0,17.0
2658,007469_F,7.0,10.0,255650.0,47.0
2659,001067_G,3.0,4.0,172784.0,8.0
2660,011437_G,32.0,41.0,1151624.0,185.0
2661,000594_D,29.0,15.0,806555.0,127.0
2662,009717_D,62.0,7.0,1423016.0,245.0
2663,003405_H,11.0,48.0,1078632.0,156.0
2664,003756_D,22.0,25.0,1085007.0,142.0
2665,011197_H,30.0,15.0,1032715.0,146.0
2666,010165_F,11.0,35.0,1442300.0,201.0
2667,006983_A,30.0,47.0,1227500.0,215.0
2668,009891_B,5.0,5.0,145646.0,21.0
2669,003117_E,7.0,7.0,254559.0,36.0
2670,003309_E,6.0,5.0,120362.0,24.0
2671,002622_A,14.0,38.0,737457.0,97.0
2672,002782_C,7.0,39.0,933895.0,153.0
2673,000865_C,6.0,7.0,173240.0,35.0
2674,007976_G,39.0,33.0,1729213.0,237.0
2675,010303_D,5.0,4.0,92912.0,16.0
2676,004415_F,10.0,7.0,502545.0,54.0
2677,002470_D,7.0,8.0,369986.0,46.0
2678,001386_F,5.0,5.0,184008.0,19.0
2679,001976_C,5.0,6.0,145802.0,27.0
2680,000439_C,28.0,21.0,998156.0,144.0
2681,001802_B,6.0,5.0,150135.0,24.0
2682,008038_G,24.0,12.0,727677.0,105.0
2683,001257_E,12.0,26.0,707260.0,145.0
2684,008859_C,13.0,9.0,397825.0,63.0
2685,003748_D,8.0,8.0,232242.0,42.0
2686,008955_C,27.0,28.0,974181.0,158.0
2687,010634_G,46.0,14.0,1171418.0,186.0
2688,005752_G,19.0,46.0,1143954.0,194.0
2689,003063_C,6.0,6.0,135605.0,23.0
2690,010025_H,7.0,8.0,416378.0,39.0
2691,009124_C,15.0,23.0,1405072.0,159.0
2692,002128_A,7.0,15.0,514678.0,62.0
2693,012000_F,25.0,9.0,1073053.0,135.0
2694,001028_F,39.0,8.0,931651.0,157.0
2695,006320_E,14.0,10.0,485915.0,67.0
2696,011437_E,32.0,41.0,1151624.0,185.0
2697,008679_F,11.0,7.0,445485.0,51.0
2698,007581_E,4.0,4.0,188135.0,13.0
2699,007668_C,26.0,9.0,779321.0,108.0
2700,009044_C,5.0,4.0,158409.0,14.0
2701,004242_D,17.0,22.0,748111.0,112.0
2702,007947_F,3.0,2.0,76375.0,5.0
2703,006751_D,14.0,6.0,463698.0,58.0
2704,009291_C,12.0,19.0,1061123.0,120.0
2705,001802_F,6.0,5.0,150135.0,24.0
2706,006125_D,6.0,11.0,447637.0,50.0
2707,011933_F,8.0,8.0,445903.0,49.0
2708,002625_G,3.0,3.0,36099.0,5.0
2709,008059_D,15.0,18.0,902200.0,160.0
2710,009044_A,5.0,4.0,158409.0,14.0
2711,003309_F,5.0,6.0,120362.0,24.0
2712,005034_D,5.0,5.0,108237.0,18.0
2713,011149_E,20.0,56.0,1377138.0,227.0
2714,006344_F,42.0,15.0,1428754.0,278.0
2715,002496_D,11.0,8.0,501432.0,46.0
2716,004075_E,144.0,84.0,4947540.0,857.0
2717,000102_C,116.0,34.0,3528536.0,619.0
2718,004494_D,15.0,50.0,1003859.0,136.0
2719,005819_D,17.0,15.0,635209.0,86.0
2720,010767_F,6.0,6.0,227821.0,33.0
2721,006854_H,3.0,3.0,27777.0,5.0
2722,006154_F,22.0,26.0,917181.0,135.0
2723,003756_G,25.0,22.0,1085007.0,142.0
2724,011218_H,5.0,5.0,210154.0,19.0
2725,001297_G,3.0,3.0,104055.0,7.0
2726,008758_D,21.0,9.0,687205.0,96.0
2727,004822_D,37.0,11.0,920595.0,152.0
2728,010468_E,28.0,44.0,1279361.0,211.0
2729,004010_C,23.0,12.0,710968.0,104.0
2730,011995_D,6.0,5.0,130017.0,24.0
2731,001382_D,33.0,34.0,1084854.0,183.0
2732,004589_H,9.0,11.0,480509.0,52.0
2733,006728_B,25.0,16.0,794342.0,116.0
2734,011249_D,7.0,8.0,338402.0,41.0
2735,001754_C,7.0,38.0,1032160.0,163.0
2736,009547_F,25.0,7.0,683784.0,102.0
2737,003223_B,30.0,6.0,815155.0,127.0
2738,011995_H,6.0,5.0,130017.0,24.0
2739,006625_B,5.0,5.0,115701.0,17.0
2740,011568_F,51.0,59.0,1749719.0,303.0
2741,010536_D,55.0,45.0,1708124.0,286.0
2742,009969_H,5.0,4.0,84821.0,17.0
2743,007428_B,8.0,6.0,380615.0,30.0
2744,004017_D,16.0,9.0,607864.0,107.0
2745,004851_C,11.0,33.0,940237.0,151.0
2746,006566_H,4.0,3.0,159544.0,9.0
2747,011896_G,5.0,4.0,0.0,0.0
2748,007428_F,8.0,6.0,380615.0,30.0
2749,006533_E,7.0,21.0,824429.0,97.0
2750,009717_C,7.0,62.0,1423016.0,245.0
2751,001334_G,23.0,38.0,1628176.0,282.0
2752,009254_H,4.0,4.0,71146.0,13.0
2753,000435_B,11.0,12.0,795171.0,88.0
2754,008469_C,7.0,8.0,371102.0,27.0
2755,009127_D,24.0,12.0,741040.0,102.0
2756,003120_D,5.0,5.0,122330.0,21.0
2757,004580_G,9.0,26.0,715232.0,108.0
2758,006312_G,38.0,54.0,1844162.0,302.0
2759,009508_C,31.0,41.0,1245257.0,205.0
2760,000926_F,12.0,30.0,812744.0,124.0
2761,005614_H,32.0,18.0,940125.0,147.0
2762,001234_A,4.0,4.0,67298.0,12.0
2763,007728_F,43.0,209.0,4878374.0,871.0
2764,006954_H,10.0,11.0,770481.0,65.0
2765,001124_B,10.0,12.0,718051.0,72.0
2766,005265_D,7.0,6.0,375163.0,33.0
2767,006126_E,6.0,6.0,163704.0,29.0
2768,008038_A,24.0,12.0,727677.0,105.0
2769,003713_C,2.0,3.0,113736.0,5.0
2770,007728_G,209.0,43.0,4878374.0,871.0
2771,003619_G,8.0,9.0,350548.0,56.0
2772,003170_D,7.0,10.0,387674.0,58.0
2773,002432_G,9.0,10.0,609062.0,55.0
2774,006915_E,6.0,5.0,242245.0,25.0
2775,007469_A,10.0,7.0,255650.0,47.0
2776,001970_D,9.0,14.0,388235.0,75.0
2777,002778_G,31.0,6.0,812059.0,128.0
2778,007264_F,7.0,5.0,300141.0,28.0
2779,001967_E,24.0,21.0,1164155.0,180.0
2780,005702_G,11.0,18.0,603170.0,80.0
2781,008911_G,7.0,23.0,719677.0,98.0
2782,008758_B,21.0,9.0,687205.0,96.0
2783,010456_G,16.0,10.0,619060.0,77.0
2784,004989_F,7.0,7.0,224107.0,40.0
2785,000694_E,23.0,57.0,2159328.0,285.0
2786,008043_C,3.0,3.0,33553.0,7.0
2787,005522_H,8.0,6.0,126614.0,15.0
2788,001970_C,14.0,9.0,388235.0,75.0
2789,008199_H,6.0,5.0,120844.0,21.0
2790,002612_C,3.0,2.0,122275.0,5.0
2791,011684_F,4.0,4.0,99918.0,14.0
2792,001198_F,8.0,11.0,351079.0,63.0
2793,006125_F,6.0,11.0,447637.0,50.0
2794,007651_D,32.0,11.0,1729954.0,202.0
2795,011568_C,59.0,51.0,1749719.0,303.0
2796,006684_D,20.0,17.0,797724.0,121.0
2797,010704_D,26.0,13.0,836259.0,121.0
2798,007728_A,209.0,43.0,4878374.0,871.0
2799,001297_D,3.0,3.0,104055.0,7.0
2800,000874_G,17.0,38.0,1677450.0,253.0
2801,009395_C,18.0,14.0,776044.0,81.0
2802,002622_E,14.0,38.0,737457.0,97.0
2803,005796_A,17.0,7.0,582301.0,75.0
2804,001886_A,7.0,7.0,332628.0,41.0
2805,006733_D,44.0,35.0,2386339.0,382.0
